4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,7,7,7,7,7,7,7,7,7,7,6,44,44,44,44
6,44,44,44,44,44,44,44,23,25,44,14,44,44,44,44
6,44,44,44,44,44,44,44,24,24,44,14,44,44,44,44
6,44,20,13,13,13,13,13,13,13,13,6,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,44,44,44,44,47,44,47,44,44,14,44,44,44,44
4,13,13,9,44,44,14,44,14,44,44,14,44,44,44,44
6,44,44,11,13,13,7,13,10,44,44,14,44,44,44,44
6,42,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,39,42,44,20,13,13,13,13,13,13,6,44,44,44,44
6,36,39,42,44,1,1,1,1,1,1,14,44,44,44,44
6,36,36,39,42,32,33,44,44,44,44,14,44,44,44,44
6,36,36,36,39,34,35,44,44,44,44,14,44,44,44,44
4,13,13,13,13,13,13,13,13,21,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,22,22,44,44,44,44,32,33,44,44,14,44,44,44,44
6,44,44,44,44,44,44,34,35,44,44,14,44,44,44,44
6,44,44,44,18,46,46,46,46,46,19,14,44,44,44,44
6,32,33,44,44,32,33,44,44,44,44,14,44,44,44,44
6,34,35,44,44,34,35,44,44,44,44,14,44,44,44,44
6,16,45,45,45,45,45,45,45,17,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,44,32,33,40,40,32,33,44,44,14,44,44,44,44
6,44,44,34,35,44,44,34,35,44,44,14,44,44,44,44
6,44,16,45,45,45,45,45,45,45,17,14,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,32,33,44,32,33,44,44,44,44,14,44,44,44,44
6,44,34,35,44,34,35,44,44,44,44,14,44,44,44,44
4,13,13,13,13,13,13,21,44,44,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,44,44,44,38,39,44,44,44,44,14,44,44,44,44
6,44,44,44,38,36,36,39,44,44,44,14,44,44,44,44
6,44,44,20,13,13,13,13,13,13,13,6,44,44,44,44
6,44,44,44,44,44,44,44,44,44,38,14,44,44,44,44
6,44,44,44,44,44,44,44,44,38,36,14,44,44,44,44
6,44,42,42,42,42,44,44,38,36,36,14,44,44,44,44
6,44,42,32,33,42,44,38,36,36,36,14,44,44,44,44
6,39,40,34,35,40,38,36,36,36,36,14,44,44,44,44
6,36,39,34,35,38,36,36,36,36,36,14,44,44,44,44
4,5,5,5,5,5,5,5,5,5,5,6,44,44,44,44
