4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,7,7,7,7,7,7,7,7,4,6,44,44,44,44
4,6,42,42,42,42,42,42,42,42,8,6,44,44,44,44
4,6,42,42,42,42,42,42,23,25,8,6,44,44,44,44
4,6,44,44,44,44,44,44,24,24,8,6,44,44,44,44
4,6,44,44,44,44,44,20,13,13,4,6,44,44,44,44
4,6,44,44,44,44,44,44,44,44,8,6,44,44,44,44
4,6,44,44,44,44,44,44,44,44,8,6,44,44,44,44
4,6,44,44,44,44,44,44,44,44,8,6,44,44,44,44
4,6,44,3,15,2,44,44,44,44,8,6,44,44,44,44
4,6,28,29,1,44,28,29,44,44,8,6,44,44,44,44
4,6,30,31,42,44,30,31,44,44,8,6,44,44,44,44
4,6,44,42,42,42,44,15,44,44,8,6,44,44,44,44
4,6,44,44,42,44,44,1,44,44,8,6,44,44,44,44
4,6,44,44,0,44,44,44,44,44,8,6,44,44,44,44
4,6,44,3,15,2,44,44,44,44,8,6,44,44,44,44
4,6,44,44,1,44,44,44,44,44,8,6,44,44,44,44
4,6,44,38,39,28,29,40,44,44,8,6,44,44,44,44
4,6,38,36,36,36,36,39,44,44,8,6,44,44,44,44
4,4,5,5,5,5,5,9,44,44,8,6,44,44,44,44
4,4,7,7,7,7,7,10,44,44,8,6,44,44,44,44
4,6,22,44,44,44,44,44,44,44,8,6,44,44,44,44
4,6,44,44,44,44,44,44,44,44,8,6,44,44,44,44
4,6,0,0,0,44,44,44,0,0,8,6,44,44,44,44
4,4,5,5,9,28,29,12,5,5,4,6,44,44,44,44
4,4,4,4,10,30,31,11,4,4,4,6,44,44,44,44
4,4,4,10,44,44,44,44,11,4,4,6,44,44,44,44
4,4,10,42,44,0,44,44,44,11,4,6,44,44,44,44
4,6,42,42,44,15,0,44,44,44,8,6,44,44,44,44
4,6,44,44,44,44,15,0,44,44,8,6,44,44,44,44
4,4,13,21,44,44,44,15,44,44,8,6,44,44,44,44
4,6,28,29,40,44,44,40,28,29,8,6,44,44,44,44
4,6,30,31,44,44,44,44,30,31,8,6,44,44,44,44
4,4,5,13,21,44,44,20,13,5,4,6,44,44,44,44
4,4,10,42,42,44,44,42,42,11,4,6,44,44,44,44
4,6,42,44,44,44,44,44,44,42,8,6,44,44,44,44
4,6,44,44,44,44,44,44,44,44,8,6,44,44,44,44
4,4,5,9,32,33,40,44,12,5,4,6,44,44,44,44
4,4,4,6,34,35,44,44,8,4,4,6,44,44,44,44
4,4,4,4,5,5,5,5,4,4,4,6,44,44,44,44
