4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,4,4,4,4,4,4,4,4,4,4,6,44,44,44,44
4,7,7,7,7,7,7,7,7,7,7,6,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,44,42,42,42,42,42,42,42,44,14,44,44,44,44
6,44,44,12,13,13,13,13,21,42,12,6,44,44,44,44
6,44,44,14,42,42,42,42,42,42,8,6,44,44,44,44
6,23,25,14,42,20,13,13,13,13,7,6,44,44,44,44
6,24,24,14,42,42,42,44,44,44,44,14,44,44,44,44
4,13,13,7,13,13,9,44,44,44,44,14,44,44,44,44
6,44,44,32,33,44,48,44,44,44,22,14,44,44,44,44
6,44,40,34,35,40,44,44,44,44,44,14,44,44,44,44
6,44,44,34,35,44,44,44,44,44,44,14,44,44,44,44
4,5,5,5,5,5,5,5,5,5,5,6,44,44,44,44
