4,7,7,7,7,7,7,7,7,7,7,6,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,44,44,14,44,44,44,44
6,44,20,13,13,13,13,13,13,9,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,14,44,14,44,44,44,44
6,44,40,44,15,40,44,44,44,14,44,14,44,44,44,44
6,44,44,32,33,44,44,44,44,14,44,14,44,44,44,44
4,13,13,13,13,13,13,21,44,14,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,14,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,14,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,14,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,14,44,14,44,44,44,44
6,44,44,12,5,5,5,5,5,6,44,14,44,44,44,44
6,44,44,11,7,4,7,7,7,10,44,14,44,44,44,44
6,44,40,44,40,14,44,44,44,44,44,14,44,44,44,44
6,44,44,44,44,14,44,44,44,44,44,14,44,44,44,44
4,13,21,44,20,7,13,9,44,20,13,6,44,44,44,44
6,44,44,44,44,44,44,14,44,44,44,14,44,44,44,44
6,44,44,44,44,44,44,11,13,9,44,14,44,44,44,44
6,44,22,44,44,40,28,29,40,14,44,14,44,44,44,44
6,44,44,44,44,44,30,31,44,14,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,14,44,14,44,44,44,44
6,41,44,41,44,44,44,44,44,14,44,14,44,44,44,44
4,13,13,21,44,44,44,42,42,14,44,14,44,44,44,44
6,44,44,44,44,44,44,42,22,14,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,14,44,14,44,44,44,44
6,44,44,44,44,44,44,44,44,14,44,14,44,44,44,44
6,44,44,44,44,44,44,44,12,10,44,14,44,44,44,44
6,44,44,44,44,44,44,44,48,44,44,14,44,44,44,44
6,44,44,44,44,44,12,21,44,44,44,14,44,44,44,44
6,40,28,29,40,44,14,44,44,44,0,14,44,44,44,44
6,44,30,31,44,44,14,44,44,44,20,6,44,44,44,44
6,44,44,12,5,5,6,44,44,44,44,14,44,44,44,44
6,44,20,7,7,7,7,13,9,28,29,14,44,44,44,44
6,44,44,44,44,44,44,44,14,30,31,14,44,44,44,44
6,44,44,44,44,44,44,44,14,28,29,14,44,44,44,44
6,44,44,44,44,44,44,44,14,30,31,14,44,44,44,44
6,44,44,44,15,44,44,44,14,28,29,14,44,44,44,44
6,44,32,33,44,44,44,44,14,30,31,14,44,44,44,44
6,44,34,35,44,44,44,12,6,23,25,14,44,44,44,44
6,44,34,35,44,44,12,4,6,24,24,14,44,44,44,44
4,5,5,5,5,5,4,4,4,5,5,6,44,44,44,44
